2026-03-12 01:06:00 | INFO     | root | ================================================================================
2026-03-12 01:06:00 | INFO     | root | Log capture initialized: logs/simulation_20260312_010600.log
2026-03-12 01:06:00 | INFO     | root | ================================================================================
2026-03-12 01:06:00 | INFO     | __main__ | ================================================================================
2026-03-12 01:06:00 | INFO     | __main__ | 🚀 STREAMLIT APP STARTED
2026-03-12 01:06:00 | INFO     | __main__ | 📄 Full logs: logs/simulation_20260312_010600.log
2026-03-12 01:06:00 | INFO     | __main__ | ================================================================================
2026-03-12 01:06:00 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-12 01:06:00 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-12 01:06:00 | INFO     | agent.user_stories | Loaded 18 user stories
2026-03-12 01:06:00 | INFO     | agent.job_stories | Loaded 27 stories from 7 YAML files
2026-03-12 01:06:00 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-12 01:06:03 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-12 01:06:03 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-12 01:06:03 | INFO     | agent.user_stories | Loaded 18 user stories
2026-03-12 01:06:03 | INFO     | agent.job_stories | Loaded 27 stories from 7 YAML files
2026-03-12 01:06:03 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-12 01:06:03 | INFO     | simulation.simulation_runner | 🗺️ Phase 1: Environment setup
2026-03-12 01:06:03 | INFO     | simulation.spatial.graph_manager | Graph cache: /Users/theolim/.rtd_sim_cache/osm_graphs
2026-03-12 01:06:03 | INFO     | simulation.setup.environment_setup | Loading city: Edinburgh, UK
2026-03-12 01:06:03 | INFO     | simulation.spatial.graph_manager | Loading from cache: 17309e072c394faa.pkl
2026-03-12 01:06:03 | INFO     | simulation.spatial.graph_manager | Loaded: 13789 nodes, 31848 edges
2026-03-12 01:06:03 | INFO     | simulation.setup.environment_setup | ✅ Loaded Edinburgh, UK: 13,789 nodes, 31,848 edges
2026-03-12 01:06:03 | INFO     | simulation.simulation_runner | 🛣️ Phase 2: Route diversity (ultra_fast)
2026-03-12 01:06:03 | INFO     | simulation.simulation_runner | ✅ Route diversity: ultra_fast
2026-03-12 01:06:03 | INFO     | simulation.simulation_runner | 🔌 Phase 3: Infrastructure setup
2026-03-12 01:06:03 | INFO     | simulation.infrastructure.charging.station_registry | ChargingStationRegistry initialized
2026-03-12 01:06:03 | INFO     | simulation.infrastructure.grid.grid_capacity | GridCapacityManager initialized (50.0 MW)
2026-03-12 01:06:03 | INFO     | simulation.infrastructure.pricing.dynamic_pricing_engine | DynamicPricingEngine initialized (ToD: False)
2026-03-12 01:06:03 | INFO     | simulation.infrastructure.expansion.cost_recovery_tracker | CostRecoveryTracker initialized
2026-03-12 01:06:03 | INFO     | simulation.infrastructure.depots.depot_manager | DepotManager initialized
2026-03-12 01:06:03 | INFO     | simulation.infrastructure.weather.ev_range_adjuster | EVRangeAdjuster initialized
2026-03-12 01:06:03 | INFO     | simulation.infrastructure.infrastructure_manager | InfrastructureManager initialized (grid: 50.0 MW)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_000 at (-3.0963921147163878, 55.93639155553755)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_001 at (-3.2957503053742827, 55.903049243462036)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_002 at (-3.2965207112818584, 55.89500205978238)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_003 at (-3.2109073366821077, 55.873434358638356)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_004 at (-3.165575037746147, 55.91203103385945)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_005 at (-3.0929430163113003, 55.983807119268356)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_006 at (-3.108750028933967, 55.94837177905173)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_007 at (-3.2798605859700745, 55.99901588343128)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_008 at (-3.0914828433070864, 55.85865277242809)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_009 at (-3.3041391751664335, 55.86921422739265)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_010 at (-3.277529730281795, 55.87499840509062)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_011 at (-3.1080642880478355, 55.878922848802354)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_012 at (-3.2440587539257555, 55.90458341402192)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_013 at (-3.313997137749632, 55.90321830265497)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_014 at (-3.3194543588449763, 55.850316318627314)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_015 at (-3.101890866284891, 55.96492842500386)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_016 at (-3.19795321743662, 55.88423032261779)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_017 at (-3.3456249971418655, 55.97016698702916)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_018 at (-3.072092653600687, 55.940334119229846)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_019 at (-3.3286970350036302, 55.89825589970634)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_020 at (-3.289534883668802, 55.988759786975464)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_021 at (-3.1312209484316007, 55.90051534710725)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_022 at (-3.2534978227106044, 55.85173837721272)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_023 at (-3.322064612022593, 55.888959357432455)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_024 at (-3.1029590976439616, 55.87529320283462)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_025 at (-3.3290832882484156, 55.92303987435346)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_026 at (-3.0577972308497703, 55.96338924911693)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_027 at (-3.1896048526490914, 55.92841340796463)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_028 at (-3.2613925563757173, 55.94386873461665)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_029 at (-3.345723209491912, 55.97144326421516)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_030 at (-3.2885874639627404, 55.85123775496102)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_031 at (-3.3135140860139902, 55.998102404068476)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_032 at (-3.0715650164254726, 55.98898971818933)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_033 at (-3.096855696907698, 55.92683570682654)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_034 at (-3.1243413589869062, 55.891607731834185)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_035 at (-3.2179034646117723, 55.94638350018355)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_036 at (-3.064537260960795, 55.89277101527295)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_037 at (-3.2412681668478216, 55.86046207458973)
2026-03-12 01:06:03 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_038 at (-3.2525081972924306, 55.85554867938668)
