2026-03-07 01:16:02 | INFO     | root | ================================================================================
2026-03-07 01:16:02 | INFO     | root | Log capture initialized: logs/simulation_20260307_011602.log
2026-03-07 01:16:02 | INFO     | root | ================================================================================
2026-03-07 01:16:02 | INFO     | __main__ | ================================================================================
2026-03-07 01:16:02 | INFO     | __main__ | 🚀 STREAMLIT APP STARTED
2026-03-07 01:16:02 | INFO     | __main__ | 📄 Full logs: logs/simulation_20260307_011602.log
2026-03-07 01:16:02 | INFO     | __main__ | ================================================================================
2026-03-07 01:16:02 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-07 01:16:02 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-07 01:16:02 | INFO     | agent.user_stories | Loaded 10 user stories
2026-03-07 01:16:02 | INFO     | agent.job_stories | Loaded 25 stories from 6 YAML files
2026-03-07 01:16:02 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-07 01:16:21 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-07 01:16:21 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-07 01:16:21 | INFO     | agent.user_stories | Loaded 10 user stories
2026-03-07 01:16:21 | INFO     | agent.job_stories | Loaded 25 stories from 6 YAML files
2026-03-07 01:16:21 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-07 01:16:21 | INFO     | simulation.time.temporal_engine | ⏰ Temporal Engine initialized:
2026-03-07 01:16:21 | INFO     | simulation.time.temporal_engine |    Time scale: 1day_per_step
2026-03-07 01:16:21 | INFO     | simulation.time.temporal_engine |    Start: 2024-01-01 00:00
2026-03-07 01:16:21 | INFO     | simulation.time.temporal_engine |    End: 2024-12-31 00:00
2026-03-07 01:16:21 | INFO     | simulation.time.temporal_engine |    Duration: 1.0 years
2026-03-07 01:16:21 | INFO     | simulation.time.temporal_engine |    Steps: 365 (each step = 1 day)
2026-03-07 01:16:21 | INFO     | ui.sidebar_config | ⏰ Temporal scaling enabled: 1day_per_step, 365 steps
2026-03-07 01:16:21 | INFO     | simulation.simulation_runner | 🗺️ Phase 1: Environment setup
2026-03-07 01:16:21 | INFO     | simulation.spatial.graph_manager | Graph cache: /Users/theolim/.rtd_sim_cache/osm_graphs
2026-03-07 01:16:21 | INFO     | simulation.setup.environment_setup | Loading city: Edinburgh, UK
2026-03-07 01:16:21 | INFO     | simulation.spatial.graph_manager | Loading from cache: 17309e072c394faa.pkl
2026-03-07 01:16:21 | INFO     | simulation.spatial.graph_manager | Loaded: 13789 nodes, 31848 edges
2026-03-07 01:16:21 | INFO     | simulation.setup.environment_setup | ✅ Loaded Edinburgh, UK: 13,789 nodes, 31,848 edges
2026-03-07 01:16:21 | INFO     | simulation.simulation_runner | 🛣️ Phase 2: Route diversity (ultra_fast)
2026-03-07 01:16:21 | INFO     | simulation.simulation_runner | ✅ Route diversity: ultra_fast
2026-03-07 01:16:21 | INFO     | simulation.simulation_runner | 🔌 Phase 3: Infrastructure setup
2026-03-07 01:16:21 | INFO     | simulation.infrastructure.charging.station_registry | ChargingStationRegistry initialized
