2026-03-04 23:09:48 | INFO     | root | ================================================================================
2026-03-04 23:09:48 | INFO     | root | Log capture initialized: logs/simulation_20260304_230948.log
2026-03-04 23:09:48 | INFO     | root | ================================================================================
2026-03-04 23:09:48 | INFO     | __main__ | ================================================================================
2026-03-04 23:09:48 | INFO     | __main__ | 🚀 STREAMLIT APP STARTED
2026-03-04 23:09:48 | INFO     | __main__ | 📄 Full logs: logs/simulation_20260304_230948.log
2026-03-04 23:09:48 | INFO     | __main__ | ================================================================================
2026-03-04 23:09:48 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-04 23:09:48 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-04 23:09:48 | INFO     | agent.user_stories | Loaded 10 user stories
2026-03-04 23:09:48 | INFO     | agent.job_stories | Loaded 25 stories from 6 YAML files
2026-03-04 23:09:48 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-04 23:09:52 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-04 23:09:52 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-04 23:09:52 | INFO     | agent.user_stories | Loaded 10 user stories
2026-03-04 23:09:52 | INFO     | agent.job_stories | Loaded 25 stories from 6 YAML files
2026-03-04 23:09:52 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-04 23:09:55 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-04 23:09:55 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-04 23:09:55 | INFO     | agent.user_stories | Loaded 10 user stories
2026-03-04 23:09:55 | INFO     | agent.job_stories | Loaded 25 stories from 6 YAML files
2026-03-04 23:09:55 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-04 23:10:02 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
