2026-03-12 00:51:26 | INFO     | root | ================================================================================
2026-03-12 00:51:26 | INFO     | root | Log capture initialized: logs/simulation_20260312_005126.log
2026-03-12 00:51:26 | INFO     | root | ================================================================================
2026-03-12 00:51:26 | INFO     | __main__ | ================================================================================
2026-03-12 00:51:26 | INFO     | __main__ | 🚀 STREAMLIT APP STARTED
2026-03-12 00:51:26 | INFO     | __main__ | 📄 Full logs: logs/simulation_20260312_005126.log
2026-03-12 00:51:26 | INFO     | __main__ | ================================================================================
2026-03-12 00:51:27 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-12 00:51:27 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-12 00:51:27 | INFO     | agent.user_stories | Loaded 18 user stories
2026-03-12 00:51:27 | INFO     | agent.job_stories | Loaded 27 stories from 7 YAML files
2026-03-12 00:51:27 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-12 00:51:29 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-12 00:51:29 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-12 00:51:29 | INFO     | agent.user_stories | Loaded 18 user stories
2026-03-12 00:51:29 | INFO     | agent.job_stories | Loaded 27 stories from 7 YAML files
2026-03-12 00:51:29 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-12 00:51:30 | INFO     | simulation.simulation_runner | 🗺️ Phase 1: Environment setup
2026-03-12 00:51:30 | INFO     | simulation.spatial.graph_manager | Graph cache: /Users/theolim/.rtd_sim_cache/osm_graphs
2026-03-12 00:51:30 | INFO     | simulation.setup.environment_setup | Loading city: Edinburgh, UK
2026-03-12 00:51:30 | INFO     | simulation.spatial.graph_manager | Loading from cache: 17309e072c394faa.pkl
2026-03-12 00:51:30 | INFO     | simulation.spatial.graph_manager | Loaded: 13789 nodes, 31848 edges
2026-03-12 00:51:30 | INFO     | simulation.setup.environment_setup | ✅ Loaded Edinburgh, UK: 13,789 nodes, 31,848 edges
2026-03-12 00:51:30 | INFO     | simulation.simulation_runner | 🛣️ Phase 2: Route diversity (ultra_fast)
2026-03-12 00:51:30 | INFO     | simulation.simulation_runner | ✅ Route diversity: ultra_fast
2026-03-12 00:51:30 | INFO     | simulation.simulation_runner | 🔌 Phase 3: Infrastructure setup
2026-03-12 00:51:30 | INFO     | simulation.infrastructure.charging.station_registry | ChargingStationRegistry initialized
2026-03-12 00:51:30 | INFO     | simulation.infrastructure.grid.grid_capacity | GridCapacityManager initialized (50.0 MW)
2026-03-12 00:51:30 | INFO     | simulation.infrastructure.pricing.dynamic_pricing_engine | DynamicPricingEngine initialized (ToD: False)
2026-03-12 00:51:30 | INFO     | simulation.infrastructure.expansion.cost_recovery_tracker | CostRecoveryTracker initialized
2026-03-12 00:51:30 | INFO     | simulation.infrastructure.depots.depot_manager | DepotManager initialized
2026-03-12 00:51:30 | INFO     | simulation.infrastructure.weather.ev_range_adjuster | EVRangeAdjuster initialized
2026-03-12 00:51:30 | INFO     | simulation.infrastructure.infrastructure_manager | InfrastructureManager initialized (grid: 50.0 MW)
2026-03-12 00:51:30 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_000 at (-3.098029798652353, 55.9861559771715)
2026-03-12 00:51:30 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_001 at (-3.052460921275337, 55.862018321763976)
2026-03-12 00:51:30 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_002 at (-3.284735742373983, 55.965830933932814)
2026-03-12 00:51:30 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_003 at (-3.0712015179912386, 55.86698440665159)
2026-03-12 00:51:30 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_004 at (-3.2076133211074676, 55.96698505224153)
2026-03-12 00:51:30 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_005 at (-3.115038199329068, 55.95268405678306)
2026-03-12 00:51:30 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_006 at (-3.3017474195776138, 55.96209316671168)
2026-03-12 00:51:30 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_007 at (-3.1613636195103103, 55.98502150913823)
2026-03-12 00:51:30 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_008 at (-3.2666458362781663, 55.85145197109753)
