2026-03-07 14:05:19 | INFO     | root | ================================================================================
2026-03-07 14:05:19 | INFO     | root | Log capture initialized: logs/simulation_20260307_140519.log
2026-03-07 14:05:19 | INFO     | root | ================================================================================
2026-03-07 14:05:19 | INFO     | __main__ | ================================================================================
2026-03-07 14:05:19 | INFO     | __main__ | 🚀 STREAMLIT APP STARTED
2026-03-07 14:05:19 | INFO     | __main__ | 📄 Full logs: logs/simulation_20260307_140519.log
2026-03-07 14:05:19 | INFO     | __main__ | ================================================================================
2026-03-07 14:05:19 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-07 14:05:19 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-07 14:05:19 | INFO     | agent.user_stories | Loaded 10 user stories
2026-03-07 14:05:19 | INFO     | agent.job_stories | Loaded 25 stories from 6 YAML files
2026-03-07 14:05:19 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-07 14:05:40 | INFO     | simulation.time.temporal_engine | ⏰ Temporal Engine initialized:
2026-03-07 14:05:40 | INFO     | simulation.time.temporal_engine |    Time scale: 1day_per_step
2026-03-07 14:05:40 | INFO     | simulation.time.temporal_engine |    Start: 2024-01-01 00:00
2026-03-07 14:05:40 | INFO     | simulation.time.temporal_engine |    End: 2024-12-31 00:00
2026-03-07 14:05:40 | INFO     | simulation.time.temporal_engine |    Duration: 1.0 years
2026-03-07 14:05:40 | INFO     | simulation.time.temporal_engine |    Steps: 365 (each step = 1 day)
2026-03-07 14:05:40 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-07 14:05:40 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-07 14:05:40 | INFO     | agent.user_stories | Loaded 10 user stories
2026-03-07 14:05:40 | INFO     | agent.job_stories | Loaded 25 stories from 6 YAML files
2026-03-07 14:05:40 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-07 14:05:40 | INFO     | ui.sidebar_config | ⏰ Temporal scaling enabled: 1day_per_step, 365 steps
2026-03-07 14:05:45 | INFO     | simulation.time.temporal_engine | ⏰ Temporal Engine initialized:
2026-03-07 14:05:45 | INFO     | simulation.time.temporal_engine |    Time scale: 1month_per_step
2026-03-07 14:05:45 | INFO     | simulation.time.temporal_engine |    Start: 2024-01-01 00:00
2026-03-07 14:05:45 | INFO     | simulation.time.temporal_engine |    End: 2028-12-05 00:00
2026-03-07 14:05:45 | INFO     | simulation.time.temporal_engine |    Duration: 4.9 years
2026-03-07 14:05:45 | INFO     | simulation.time.temporal_engine |    Steps: 60 (each step = 4 weeks)
2026-03-07 14:05:45 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-07 14:05:45 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-07 14:05:45 | INFO     | agent.user_stories | Loaded 10 user stories
2026-03-07 14:05:45 | INFO     | agent.job_stories | Loaded 25 stories from 6 YAML files
2026-03-07 14:05:45 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-07 14:05:45 | INFO     | ui.sidebar_config | ⏰ Temporal scaling enabled: 1month_per_step, 60 steps
2026-03-07 14:05:49 | INFO     | simulation.time.temporal_engine | ⏰ Temporal Engine initialized:
2026-03-07 14:05:49 | INFO     | simulation.time.temporal_engine |    Time scale: 1month_per_step
2026-03-07 14:05:49 | INFO     | simulation.time.temporal_engine |    Start: 2024-01-01 00:00
2026-03-07 14:05:49 | INFO     | simulation.time.temporal_engine |    End: 2033-11-09 00:00
2026-03-07 14:05:49 | INFO     | simulation.time.temporal_engine |    Duration: 9.9 years
2026-03-07 14:05:49 | INFO     | simulation.time.temporal_engine |    Steps: 120 (each step = 4 weeks)
2026-03-07 14:05:49 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-07 14:05:49 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-07 14:05:49 | INFO     | agent.user_stories | Loaded 10 user stories
2026-03-07 14:05:49 | INFO     | agent.job_stories | Loaded 25 stories from 6 YAML files
2026-03-07 14:05:49 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-07 14:05:49 | INFO     | ui.sidebar_config | ⏰ Temporal scaling enabled: 1month_per_step, 120 steps
2026-03-07 14:05:51 | INFO     | simulation.time.temporal_engine | ⏰ Temporal Engine initialized:
2026-03-07 14:05:51 | INFO     | simulation.time.temporal_engine |    Time scale: 1month_per_step
2026-03-07 14:05:51 | INFO     | simulation.time.temporal_engine |    Start: 2024-01-01 00:00
2026-03-07 14:05:51 | INFO     | simulation.time.temporal_engine |    End: 2033-11-09 00:00
2026-03-07 14:05:51 | INFO     | simulation.time.temporal_engine |    Duration: 9.9 years
2026-03-07 14:05:51 | INFO     | simulation.time.temporal_engine |    Steps: 120 (each step = 4 weeks)
2026-03-07 14:05:51 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-07 14:05:51 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-07 14:05:51 | INFO     | agent.user_stories | Loaded 10 user stories
2026-03-07 14:05:51 | INFO     | agent.job_stories | Loaded 25 stories from 6 YAML files
2026-03-07 14:05:51 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-07 14:05:51 | INFO     | ui.sidebar_config | ⏰ Temporal scaling enabled: 1month_per_step, 120 steps
2026-03-07 14:06:00 | INFO     | simulation.time.temporal_engine | ⏰ Temporal Engine initialized:
2026-03-07 14:06:00 | INFO     | simulation.time.temporal_engine |    Time scale: 1month_per_step
2026-03-07 14:06:00 | INFO     | simulation.time.temporal_engine |    Start: 2024-01-01 00:00
2026-03-07 14:06:00 | INFO     | simulation.time.temporal_engine |    End: 2050-04-14 00:00
2026-03-07 14:06:00 | INFO     | simulation.time.temporal_engine |    Duration: 26.3 years
2026-03-07 14:06:00 | INFO     | simulation.time.temporal_engine |    Steps: 320 (each step = 4 weeks)
2026-03-07 14:06:00 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-07 14:06:00 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-07 14:06:00 | INFO     | agent.user_stories | Loaded 10 user stories
2026-03-07 14:06:00 | INFO     | agent.job_stories | Loaded 25 stories from 6 YAML files
2026-03-07 14:06:00 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-07 14:06:00 | INFO     | ui.sidebar_config | ⏰ Temporal scaling enabled: 1month_per_step, 320 steps
2026-03-07 14:06:06 | INFO     | simulation.time.temporal_engine | ⏰ Temporal Engine initialized:
2026-03-07 14:06:06 | INFO     | simulation.time.temporal_engine |    Time scale: 1month_per_step
2026-03-07 14:06:06 | INFO     | simulation.time.temporal_engine |    Start: 2024-01-01 00:00
2026-03-07 14:06:06 | INFO     | simulation.time.temporal_engine |    End: 2026-06-19 00:00
2026-03-07 14:06:06 | INFO     | simulation.time.temporal_engine |    Duration: 2.5 years
2026-03-07 14:06:06 | INFO     | simulation.time.temporal_engine |    Steps: 30 (each step = 4 weeks)
2026-03-07 14:06:06 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-07 14:06:06 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-07 14:06:06 | INFO     | agent.user_stories | Loaded 10 user stories
2026-03-07 14:06:06 | INFO     | agent.job_stories | Loaded 25 stories from 6 YAML files
2026-03-07 14:06:06 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-07 14:06:06 | INFO     | ui.sidebar_config | ⏰ Temporal scaling enabled: 1month_per_step, 30 steps
2026-03-07 14:06:11 | INFO     | simulation.time.temporal_engine | ⏰ Temporal Engine initialized:
2026-03-07 14:06:11 | INFO     | simulation.time.temporal_engine |    Time scale: 1month_per_step
2026-03-07 14:06:11 | INFO     | simulation.time.temporal_engine |    Start: 2024-01-01 00:00
2026-03-07 14:06:11 | INFO     | simulation.time.temporal_engine |    End: 2032-03-19 00:00
2026-03-07 14:06:11 | INFO     | simulation.time.temporal_engine |    Duration: 8.2 years
2026-03-07 14:06:11 | INFO     | simulation.time.temporal_engine |    Steps: 100 (each step = 4 weeks)
2026-03-07 14:06:11 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-07 14:06:11 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-07 14:06:11 | INFO     | agent.user_stories | Loaded 10 user stories
2026-03-07 14:06:11 | INFO     | agent.job_stories | Loaded 25 stories from 6 YAML files
2026-03-07 14:06:11 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-07 14:06:11 | INFO     | ui.sidebar_config | ⏰ Temporal scaling enabled: 1month_per_step, 100 steps
2026-03-07 14:06:20 | INFO     | simulation.time.temporal_engine | ⏰ Temporal Engine initialized:
2026-03-07 14:06:20 | INFO     | simulation.time.temporal_engine |    Time scale: 1month_per_step
2026-03-07 14:06:20 | INFO     | simulation.time.temporal_engine |    Start: 2024-01-01 00:00
2026-03-07 14:06:20 | INFO     | simulation.time.temporal_engine |    End: 2032-03-19 00:00
2026-03-07 14:06:20 | INFO     | simulation.time.temporal_engine |    Duration: 8.2 years
2026-03-07 14:06:20 | INFO     | simulation.time.temporal_engine |    Steps: 100 (each step = 4 weeks)
2026-03-07 14:06:20 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-07 14:06:20 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-07 14:06:20 | INFO     | agent.user_stories | Loaded 10 user stories
2026-03-07 14:06:20 | INFO     | agent.job_stories | Loaded 25 stories from 6 YAML files
2026-03-07 14:06:20 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-07 14:06:20 | INFO     | ui.sidebar_config | ⏰ Temporal scaling enabled: 1month_per_step, 100 steps
2026-03-07 14:06:20 | INFO     | ui.sidebar_config | 🎲 Synthetic events enabled: normal frequency
2026-03-07 14:06:30 | INFO     | simulation.time.temporal_engine | ⏰ Temporal Engine initialized:
2026-03-07 14:06:30 | INFO     | simulation.time.temporal_engine |    Time scale: 1month_per_step
2026-03-07 14:06:30 | INFO     | simulation.time.temporal_engine |    Start: 2024-01-01 00:00
2026-03-07 14:06:30 | INFO     | simulation.time.temporal_engine |    End: 2032-03-19 00:00
2026-03-07 14:06:30 | INFO     | simulation.time.temporal_engine |    Duration: 8.2 years
2026-03-07 14:06:30 | INFO     | simulation.time.temporal_engine |    Steps: 100 (each step = 4 weeks)
2026-03-07 14:06:30 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-07 14:06:30 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-07 14:06:30 | INFO     | agent.user_stories | Loaded 10 user stories
2026-03-07 14:06:30 | INFO     | agent.job_stories | Loaded 25 stories from 6 YAML files
2026-03-07 14:06:30 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-07 14:06:30 | INFO     | ui.sidebar_config | ⏰ Temporal scaling enabled: 1month_per_step, 100 steps
2026-03-07 14:06:30 | INFO     | ui.sidebar_config | 🎲 Synthetic events enabled: frequent frequency
2026-03-07 14:06:52 | INFO     | simulation.time.temporal_engine | ⏰ Temporal Engine initialized:
2026-03-07 14:06:52 | INFO     | simulation.time.temporal_engine |    Time scale: 1month_per_step
2026-03-07 14:06:52 | INFO     | simulation.time.temporal_engine |    Start: 2024-01-01 00:00
2026-03-07 14:06:52 | INFO     | simulation.time.temporal_engine |    End: 2032-03-19 00:00
2026-03-07 14:06:52 | INFO     | simulation.time.temporal_engine |    Duration: 8.2 years
2026-03-07 14:06:52 | INFO     | simulation.time.temporal_engine |    Steps: 100 (each step = 4 weeks)
2026-03-07 14:06:52 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-07 14:06:52 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-07 14:06:52 | INFO     | agent.user_stories | Loaded 10 user stories
2026-03-07 14:06:52 | INFO     | agent.job_stories | Loaded 25 stories from 6 YAML files
2026-03-07 14:06:52 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-07 14:06:52 | INFO     | ui.sidebar_config | ⏰ Temporal scaling enabled: 1month_per_step, 100 steps
2026-03-07 14:06:52 | INFO     | ui.sidebar_config | 🎲 Synthetic events enabled: frequent frequency
2026-03-07 14:06:52 | INFO     | simulation.simulation_runner | 🗺️ Phase 1: Environment setup
2026-03-07 14:06:52 | INFO     | simulation.spatial.graph_manager | Graph cache: /Users/theolim/.rtd_sim_cache/osm_graphs
2026-03-07 14:06:52 | INFO     | simulation.spatial.congestion_manager | CongestionManager initialized
2026-03-07 14:06:52 | INFO     | simulation.spatial_environment | Congestion tracking enabled
2026-03-07 14:06:52 | INFO     | simulation.setup.environment_setup | Loading city: Edinburgh, UK
2026-03-07 14:06:52 | INFO     | simulation.spatial.graph_manager | Loading from cache: 17309e072c394faa.pkl
2026-03-07 14:06:52 | INFO     | simulation.spatial.graph_manager | Loaded: 13789 nodes, 31848 edges
2026-03-07 14:06:52 | INFO     | simulation.setup.environment_setup | ✅ Loaded Edinburgh, UK: 13,789 nodes, 31,848 edges
2026-03-07 14:06:52 | INFO     | simulation.setup.environment_setup | ✅ Congestion tracking enabled
2026-03-07 14:06:52 | INFO     | simulation.simulation_runner | 🛣️ Phase 2: Route diversity (ultra_fast)
2026-03-07 14:06:52 | INFO     | simulation.simulation_runner | ✅ Route diversity: ultra_fast
2026-03-07 14:06:52 | INFO     | simulation.simulation_runner | 🔌 Phase 3: Infrastructure setup
2026-03-07 14:06:52 | INFO     | simulation.infrastructure.charging.station_registry | ChargingStationRegistry initialized
2026-03-07 14:06:52 | INFO     | simulation.infrastructure.grid.grid_capacity | GridCapacityManager initialized (50.0 MW)
2026-03-07 14:06:52 | INFO     | simulation.infrastructure.pricing.dynamic_pricing_engine | DynamicPricingEngine initialized (ToD: False)
