2026-03-12 00:56:43 | INFO     | root | ================================================================================
2026-03-12 00:56:43 | INFO     | root | Log capture initialized: logs/simulation_20260312_005643.log
2026-03-12 00:56:43 | INFO     | root | ================================================================================
2026-03-12 00:56:43 | INFO     | __main__ | ================================================================================
2026-03-12 00:56:43 | INFO     | __main__ | 🚀 STREAMLIT APP STARTED
2026-03-12 00:56:43 | INFO     | __main__ | 📄 Full logs: logs/simulation_20260312_005643.log
2026-03-12 00:56:43 | INFO     | __main__ | ================================================================================
2026-03-12 00:56:43 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-12 00:56:43 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-12 00:56:43 | INFO     | agent.user_stories | Loaded 18 user stories
2026-03-12 00:56:43 | INFO     | agent.job_stories | Loaded 27 stories from 7 YAML files
2026-03-12 00:56:43 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-12 00:56:46 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-12 00:56:46 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-12 00:56:46 | INFO     | agent.user_stories | Loaded 18 user stories
2026-03-12 00:56:46 | INFO     | agent.job_stories | Loaded 27 stories from 7 YAML files
2026-03-12 00:56:46 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-12 00:56:46 | INFO     | simulation.simulation_runner | 🗺️ Phase 1: Environment setup
2026-03-12 00:56:46 | INFO     | simulation.spatial.graph_manager | Graph cache: /Users/theolim/.rtd_sim_cache/osm_graphs
2026-03-12 00:56:46 | INFO     | simulation.setup.environment_setup | Loading city: Edinburgh, UK
2026-03-12 00:56:46 | INFO     | simulation.spatial.graph_manager | Loading from cache: 17309e072c394faa.pkl
2026-03-12 00:56:46 | INFO     | simulation.spatial.graph_manager | Loaded: 13789 nodes, 31848 edges
2026-03-12 00:56:46 | INFO     | simulation.setup.environment_setup | ✅ Loaded Edinburgh, UK: 13,789 nodes, 31,848 edges
2026-03-12 00:56:46 | INFO     | simulation.simulation_runner | 🛣️ Phase 2: Route diversity (ultra_fast)
2026-03-12 00:56:46 | INFO     | simulation.simulation_runner | ✅ Route diversity: ultra_fast
2026-03-12 00:56:46 | INFO     | simulation.simulation_runner | 🔌 Phase 3: Infrastructure setup
2026-03-12 00:56:46 | INFO     | simulation.infrastructure.charging.station_registry | ChargingStationRegistry initialized
2026-03-12 00:56:46 | INFO     | simulation.infrastructure.grid.grid_capacity | GridCapacityManager initialized (50.0 MW)
2026-03-12 00:56:46 | INFO     | simulation.infrastructure.pricing.dynamic_pricing_engine | DynamicPricingEngine initialized (ToD: False)
2026-03-12 00:56:46 | INFO     | simulation.infrastructure.expansion.cost_recovery_tracker | CostRecoveryTracker initialized
2026-03-12 00:56:46 | INFO     | simulation.infrastructure.depots.depot_manager | DepotManager initialized
2026-03-12 00:56:46 | INFO     | simulation.infrastructure.weather.ev_range_adjuster | EVRangeAdjuster initialized
2026-03-12 00:56:46 | INFO     | simulation.infrastructure.infrastructure_manager | InfrastructureManager initialized (grid: 50.0 MW)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_000 at (-3.321973319015982, 55.857927923330365)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_001 at (-3.3355795525914256, 55.96241742472277)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_002 at (-3.0974145597855323, 55.91033726604571)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_003 at (-3.2515299696786126, 55.89183808340911)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_004 at (-3.204333930538807, 55.88842408701643)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_005 at (-3.324611668766422, 55.94206732639156)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_006 at (-3.3078361487818326, 55.87778740383867)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_007 at (-3.2178223612529626, 55.89618622226952)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_008 at (-3.0662163368964905, 55.952753395857876)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_009 at (-3.274107331699156, 55.99723174263761)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_010 at (-3.128041874541064, 55.974933375621546)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_011 at (-3.1594960101516847, 55.99284143203605)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_012 at (-3.092877572505868, 55.886267022718016)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_013 at (-3.212997456976528, 55.99508839403665)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_014 at (-3.1792788295263796, 55.98597311232732)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_015 at (-3.276959573940172, 55.995215198889845)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_016 at (-3.2407710760666526, 55.86328587019495)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_017 at (-3.2431124795581607, 55.973946953113526)
2026-03-12 00:56:46 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_018 at (-3.3249653963696555, 55.99997285527714)
