2026-03-12 19:47:48 | INFO     | root | ================================================================================
2026-03-12 19:47:48 | INFO     | root | Log capture initialized: logs/simulation_20260312_194748.log
2026-03-12 19:47:48 | INFO     | root | ================================================================================
2026-03-12 19:47:48 | INFO     | __main__ | ================================================================================
2026-03-12 19:47:48 | INFO     | __main__ | 🚀 STREAMLIT APP STARTED
2026-03-12 19:47:48 | INFO     | __main__ | 📄 Full logs: logs/simulation_20260312_194748.log
2026-03-12 19:47:48 | INFO     | __main__ | ================================================================================
2026-03-12 19:47:49 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-12 19:47:49 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-12 19:47:49 | INFO     | agent.user_stories | Loaded 18 user stories
2026-03-12 19:47:49 | INFO     | agent.job_stories | Loaded 27 stories from 7 YAML files
2026-03-12 19:47:49 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-12 19:47:53 | INFO     | agent.user_stories | UserStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/personas.yaml
2026-03-12 19:47:53 | INFO     | agent.job_stories | JobStoryParser initialized: /Users/theolim/AppDev/RTD_SIM/agent/job_contexts
2026-03-12 19:47:53 | INFO     | agent.user_stories | Loaded 18 user stories
2026-03-12 19:47:53 | INFO     | agent.job_stories | Loaded 27 stories from 7 YAML files
2026-03-12 19:47:53 | INFO     | agent.job_stories | Added 12 generated job templates
2026-03-12 19:47:53 | INFO     | simulation.simulation_runner | 🗺️ Phase 1: Environment setup
2026-03-12 19:47:53 | INFO     | simulation.spatial.graph_manager | Graph cache: /Users/theolim/.rtd_sim_cache/osm_graphs
2026-03-12 19:47:53 | INFO     | simulation.setup.environment_setup | Loading city: Edinburgh, UK
2026-03-12 19:47:53 | INFO     | simulation.spatial.graph_manager | Loading from cache: 17309e072c394faa.pkl
2026-03-12 19:47:53 | INFO     | simulation.spatial.graph_manager | Loaded: 13789 nodes, 31848 edges
2026-03-12 19:47:53 | INFO     | simulation.setup.environment_setup | ✅ Loaded Edinburgh, UK: 13,789 nodes, 31,848 edges
2026-03-12 19:47:53 | INFO     | simulation.simulation_runner | 🛣️ Phase 2: Route diversity (ultra_fast)
2026-03-12 19:47:53 | INFO     | simulation.simulation_runner | ✅ Route diversity: ultra_fast
2026-03-12 19:47:53 | INFO     | simulation.simulation_runner | 🔌 Phase 3: Infrastructure setup
2026-03-12 19:47:53 | INFO     | simulation.infrastructure.charging.station_registry | ChargingStationRegistry initialized
2026-03-12 19:47:53 | INFO     | simulation.infrastructure.grid.grid_capacity | GridCapacityManager initialized (50.0 MW)
2026-03-12 19:47:53 | INFO     | simulation.infrastructure.pricing.dynamic_pricing_engine | DynamicPricingEngine initialized (ToD: False)
2026-03-12 19:47:53 | INFO     | simulation.infrastructure.expansion.cost_recovery_tracker | CostRecoveryTracker initialized
2026-03-12 19:47:53 | INFO     | simulation.infrastructure.depots.depot_manager | DepotManager initialized
2026-03-12 19:47:53 | INFO     | simulation.infrastructure.weather.ev_range_adjuster | EVRangeAdjuster initialized
2026-03-12 19:47:53 | INFO     | simulation.infrastructure.infrastructure_manager | InfrastructureManager initialized (grid: 50.0 MW)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_000 at (-3.191360236563159, 55.852106870904926)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_001 at (-3.2405926525697795, 55.9660606372157)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_002 at (-3.1824692898993057, 55.99659422436834)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_003 at (-3.0960208042898336, 55.8836595840926)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_004 at (-3.1138824850534705, 55.98942624845731)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_005 at (-3.0878334019341778, 55.99813932486836)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_006 at (-3.234299949405764, 55.881912047646395)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_007 at (-3.1481448650785513, 55.9857925878142)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_008 at (-3.3009181839150816, 55.941330830554776)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_009 at (-3.3378696725467076, 55.93264617081316)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_010 at (-3.241568788386639, 55.98466598585378)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_011 at (-3.1811573621849742, 55.929713847828985)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_012 at (-3.208903922750932, 55.85206127448989)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_013 at (-3.2407313215164772, 55.921561934288)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_014 at (-3.251881110801746, 55.939073411922124)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_015 at (-3.1491169052473356, 55.893810358570185)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_016 at (-3.144599273525531, 55.91168758359778)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_017 at (-3.181198436164448, 55.898358424650226)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_018 at (-3.2400662949326775, 55.87607168898561)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_019 at (-3.256353221590628, 55.94005354422424)
2026-03-12 19:47:53 | DEBUG    | simulation.infrastructure.charging.station_registry | Added charging station: public_020 at (-3.0694931997825665, 55.943292086054946)
